"","X","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"7955",7955,29,"unemployed","married","university.degree","no","unknown","unknown","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"7956",7956,52,"services","married","high.school","no","yes","no","cellular","aug","tue",5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"7957",7957,30,"blue-collar","married","basic.9y","no","no","yes","cellular","may","mon",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"7958",7958,22,"admin.","married","high.school","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"7959",7959,40,"blue-collar","married","high.school","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"7960",7960,50,"technician","single","university.degree","no","yes","no","cellular","jul","tue",7,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"7961",7961,36,"entrepreneur","married","basic.9y","no","no","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
"7962",7962,31,"management","married","high.school","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
"7963",7963,59,"retired","married","basic.4y","unknown","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"7964",7964,32,"technician","single","university.degree","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"7965",7965,57,"retired","married","professional.course","no","yes","no","telephone","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"7966",7966,44,"admin.","married","high.school","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"7967",7967,69,"entrepreneur","married","university.degree","no","yes","no","cellular","aug","tue",1,999,1,"failure",-2.9,92.201,-31.4,0.883,5076.2,"no"
"7968",7968,25,"admin.","single","high.school","no","yes","yes","cellular","aug","wed",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.879,5076.2,"no"
"7969",7969,39,"admin.","married","university.degree","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"7970",7970,49,"admin.","divorced","basic.9y","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"7971",7971,30,"self-employed","single","university.degree","no","no","no","cellular","apr","thu",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"yes"
"7972",7972,30,"admin.","married","basic.9y","no","yes","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no"
"7973",7973,54,"admin.","married","university.degree","unknown","yes","no","telephone","jun","wed",9,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"7974",7974,34,"technician","divorced","professional.course","no","no","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"7975",7975,37,"management","married","university.degree","no","yes","no","cellular","oct","thu",3,5,5,"success",-1.1,94.601,-49.5,1.025,4963.6,"yes"
"7976",7976,59,"blue-collar","married","basic.4y","unknown","no","no","cellular","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"7977",7977,41,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"7978",7978,36,"blue-collar","married","basic.6y","no","yes","yes","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"7979",7979,21,"student","single","high.school","no","no","no","telephone","jun","fri",7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"7980",7980,48,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"7981",7981,46,"blue-collar","single","basic.9y","unknown","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"7982",7982,37,"technician","married","basic.6y","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
"7983",7983,40,"technician","single","high.school","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"7984",7984,44,"management","married","professional.course","no","no","no","cellular","apr","fri",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"7985",7985,37,"services","married","high.school","no","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"7986",7986,29,"technician","married","university.degree","no","no","no","cellular","apr","mon",3,999,1,"failure",-1.8,93.749,-34.6,0.645,5008.7,"no"
"7987",7987,33,"blue-collar","married","professional.course","no","yes","no","telephone","jun","fri",9,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"yes"
"7988",7988,50,"blue-collar","married","basic.6y","unknown","yes","yes","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"7989",7989,31,"management","single","university.degree","unknown","no","yes","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"7990",7990,33,"admin.","single","university.degree","no","no","no","cellular","mar","tue",2,999,1,"failure",-1.8,92.843,-50,1.614,5099.1,"yes"
"7991",7991,57,"management","married","university.degree","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"7992",7992,54,"blue-collar","divorced","basic.4y","unknown","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"7993",7993,36,"technician","married","university.degree","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"7994",7994,43,"admin.","married","unknown","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"7995",7995,47,"unemployed","married","professional.course","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"7996",7996,33,"technician","married","professional.course","no","yes","yes","cellular","may","fri",2,999,0,"nonexistent",-1.8,93.876,-40,0.684,5008.7,"no"
"7997",7997,58,"unemployed","married","basic.9y","no","yes","no","cellular","apr","thu",1,6,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes"
"7998",7998,51,"technician","married","professional.course","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"7999",7999,31,"admin.","married","university.degree","no","yes","no","cellular","sep","fri",2,13,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"yes"
"8000",8000,43,"admin.","married","university.degree","no","yes","yes","cellular","aug","thu",7,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"8001",8001,38,"blue-collar","married","unknown","no","yes","yes","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"8002",8002,28,"admin.","single","university.degree","no","yes","yes","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"8003",8003,51,"blue-collar","married","basic.4y","no","no","no","cellular","aug","tue",9,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"8004",8004,36,"services","married","high.school","no","no","no","cellular","jun","thu",3,999,0,"nonexistent",-1.7,94.055,-39.8,0.729,4991.6,"no"
"8005",8005,34,"self-employed","married","university.degree","no","no","no","cellular","oct","wed",1,5,3,"failure",-3.4,92.431,-26.9,0.74,5017.5,"yes"
"8006",8006,57,"technician","divorced","professional.course","no","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"8007",8007,32,"services","married","high.school","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"8008",8008,26,"student","single","high.school","no","yes","yes","cellular","apr","fri",1,6,2,"success",-1.8,93.749,-34.6,0.645,5008.7,"yes"
"8009",8009,32,"admin.","divorced","university.degree","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"8010",8010,31,"services","single","basic.6y","no","no","no","telephone","jun","wed",3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"8011",8011,50,"technician","married","high.school","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"yes"
"8012",8012,53,"admin.","single","basic.6y","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"8013",8013,31,"housemaid","married","basic.4y","unknown","no","no","telephone","jun","wed",9,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"8014",8014,36,"admin.","married","university.degree","no","yes","no","cellular","jul","mon",9,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"8015",8015,36,"admin.","married","university.degree","unknown","yes","no","cellular","aug","tue",4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"8016",8016,41,"admin.","married","high.school","no","yes","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"no"
"8017",8017,49,"entrepreneur","married","basic.4y","unknown","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"8018",8018,41,"self-employed","married","university.degree","no","yes","no","cellular","apr","thu",1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
"8019",8019,46,"self-employed","divorced","basic.9y","unknown","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"8020",8020,33,"admin.","married","university.degree","no","yes","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"8021",8021,34,"technician","single","university.degree","no","yes","no","cellular","mar","mon",4,999,0,"nonexistent",-1.8,92.843,-50,1.52,5099.1,"no"
"8022",8022,31,"technician","single","professional.course","unknown","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"8023",8023,58,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"8024",8024,33,"technician","single","professional.course","no","yes","no","cellular","sep","fri",1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"yes"
"8025",8025,40,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"8026",8026,44,"admin.","married","basic.6y","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"8027",8027,56,"management","divorced","university.degree","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"8028",8028,33,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"8029",8029,37,"blue-collar","married","basic.6y","no","yes","no","cellular","oct","thu",4,999,0,"nonexistent",-3.4,92.431,-26.9,0.74,5017.5,"no"
"8030",8030,51,"technician","married","professional.course","no","yes","no","cellular","aug","thu",9,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"8031",8031,32,"technician","married","university.degree","no","no","no","cellular","apr","mon",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"8032",8032,37,"unemployed","married","professional.course","no","no","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"8033",8033,39,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8034",8034,28,"self-employed","single","university.degree","no","yes","no","telephone","jul","wed",9,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"8035",8035,34,"blue-collar","married","university.degree","no","no","yes","cellular","may","fri",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"8036",8036,39,"services","married","professional.course","no","no","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"8037",8037,46,"blue-collar","single","basic.9y","unknown","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"8038",8038,31,"technician","single","basic.9y","no","yes","no","telephone","may","thu",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"8039",8039,33,"technician","married","high.school","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"8040",8040,27,"blue-collar","married","high.school","no","no","no","cellular","may","thu",5,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"8041",8041,55,"management","married","university.degree","unknown","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8042",8042,32,"self-employed","single","university.degree","no","yes","no","cellular","aug","fri",5,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"8043",8043,54,"admin.","married","high.school","no","no","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"8044",8044,31,"technician","single","high.school","no","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"8045",8045,29,"admin.","married","high.school","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"8046",8046,35,"services","divorced","university.degree","no","yes","no","telephone","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"8047",8047,28,"student","single","high.school","no","yes","no","cellular","jun","wed",4,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
"8048",8048,50,"technician","married","university.degree","no","yes","yes","cellular","sep","wed",2,999,0,"nonexistent",-3.4,92.379,-29.8,0.749,5017.5,"no"
"8049",8049,35,"admin.","married","university.degree","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8050",8050,34,"admin.","single","high.school","no","no","yes","cellular","jun","thu",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
"8051",8051,59,"retired","divorced","basic.4y","no","yes","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"8052",8052,29,"admin.","married","university.degree","no","yes","no","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"8053",8053,25,"blue-collar","single","basic.4y","no","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"8054",8054,36,"technician","married","professional.course","no","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"8055",8055,41,"admin.","divorced","high.school","no","yes","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"8056",8056,42,"blue-collar","married","basic.6y","no","yes","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"8057",8057,52,"entrepreneur","married","university.degree","unknown","yes","yes","telephone","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"8058",8058,34,"technician","single","university.degree","no","yes","yes","cellular","aug","wed",3,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"yes"
"8059",8059,33,"blue-collar","single","basic.9y","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8060",8060,35,"management","married","university.degree","unknown","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
"8061",8061,37,"technician","married","professional.course","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"8062",8062,36,"blue-collar","married","basic.4y","no","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"8063",8063,36,"technician","single","high.school","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"8064",8064,40,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"8065",8065,35,"blue-collar","married","professional.course","no","yes","no","cellular","jul","mon",5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"8066",8066,55,"technician","married","basic.9y","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"8067",8067,31,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"8068",8068,41,"technician","married","professional.course","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"8069",8069,48,"entrepreneur","married","high.school","unknown","yes","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8070",8070,47,"blue-collar","married","basic.4y","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"8071",8071,28,"blue-collar","single","basic.9y","no","yes","yes","cellular","jul","fri",5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"8072",8072,46,"entrepreneur","married","university.degree","no","yes","yes","cellular","apr","thu",5,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
"8073",8073,42,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"8074",8074,31,"services","divorced","high.school","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"8075",8075,45,"services","single","unknown","no","yes","no","cellular","apr","fri",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"8076",8076,37,"admin.","single","university.degree","no","yes","no","cellular","mar","thu",2,999,1,"failure",-1.8,93.369,-34.8,0.654,5008.7,"no"
"8077",8077,40,"entrepreneur","married","basic.9y","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"8078",8078,31,"unemployed","divorced","unknown","no","yes","no","cellular","jun","fri",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"no"
"8079",8079,23,"admin.","single","university.degree","no","yes","no","cellular","jul","wed",1,999,2,"failure",-1.7,94.215,-40.3,0.881,4991.6,"no"
"8080",8080,37,"blue-collar","married","basic.4y","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"8081",8081,33,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"8082",8082,32,"admin.","married","university.degree","unknown","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"8083",8083,51,"entrepreneur","married","basic.9y","no","no","no","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
"8084",8084,36,"technician","married","professional.course","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"8085",8085,28,"blue-collar","single","basic.9y","no","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"8086",8086,35,"management","married","university.degree","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"8087",8087,49,"housemaid","single","high.school","unknown","yes","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8088",8088,31,"admin.","married","high.school","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8089",8089,33,"admin.","single","high.school","no","no","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"8090",8090,36,"technician","married","professional.course","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"8091",8091,33,"admin.","single","university.degree","no","yes","yes","cellular","aug","tue",6,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"8092",8092,33,"technician","married","university.degree","no","yes","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
"8093",8093,39,"admin.","single","high.school","no","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"8094",8094,49,"technician","married","professional.course","unknown","yes","yes","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"8095",8095,57,"entrepreneur","single","university.degree","no","no","yes","cellular","apr","mon",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"8096",8096,57,"housemaid","married","basic.6y","no","no","yes","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"8097",8097,31,"admin.","single","university.degree","no","no","no","telephone","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"8098",8098,32,"admin.","single","university.degree","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8099",8099,40,"blue-collar","married","basic.4y","no","yes","no","telephone","nov","wed",5,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
"8100",8100,29,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"8101",8101,42,"services","married","basic.9y","no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"8102",8102,57,"unemployed","married","basic.4y","no","no","no","cellular","jun","mon",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
"8103",8103,35,"management","married","university.degree","no","yes","no","cellular","oct","wed",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"no"
"8104",8104,42,"blue-collar","single","basic.4y","unknown","no","no","cellular","jul","mon",6,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"8105",8105,27,"admin.","single","university.degree","no","no","no","telephone","jun","wed",7,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"8106",8106,39,"services","married","high.school","no","no","no","cellular","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
"8107",8107,58,"blue-collar","divorced","unknown","no","no","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"8108",8108,42,"self-employed","married","university.degree","no","no","no","cellular","aug","fri",4,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes"
"8109",8109,32,"technician","divorced","professional.course","no","no","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"8110",8110,59,"blue-collar","divorced","basic.4y","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"8111",8111,29,"admin.","married","university.degree","no","no","no","telephone","jun","thu",7,999,0,"nonexistent",1.4,94.465,-41.8,4.955,5228.1,"no"
"8112",8112,44,"unemployed","married","high.school","no","yes","no","telephone","aug","thu",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.873,5076.2,"no"
"8113",8113,57,"technician","married","professional.course","unknown","no","no","telephone","aug","tue",7,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"8114",8114,36,"services","married","high.school","unknown","no","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8115",8115,48,"admin.","single","high.school","no","no","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"8116",8116,53,"management","married","university.degree","no","unknown","unknown","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"8117",8117,51,"blue-collar","married","unknown","unknown","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"8118",8118,24,"services","single","high.school","no","no","no","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"8119",8119,36,"housemaid","married","basic.6y","no","no","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"8120",8120,40,"blue-collar","divorced","basic.9y","unknown","unknown","unknown","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"8121",8121,43,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","may","mon",6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8122",8122,35,"technician","married","professional.course","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"8123",8123,56,"unknown","single","basic.9y","no","no","yes","cellular","jul","mon",5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"8124",8124,32,"admin.","divorced","high.school","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"8125",8125,39,"management","married","university.degree","no","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8126",8126,33,"services","single","basic.6y","unknown","no","no","cellular","may","wed",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"8127",8127,37,"unemployed","married","university.degree","no","unknown","unknown","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"8128",8128,32,"entrepreneur","divorced","university.degree","no","no","no","cellular","jul","fri",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"8129",8129,32,"entrepreneur","married","basic.6y","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"8130",8130,50,"services","married","high.school","no","no","no","telephone","may","thu",6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"8131",8131,31,"admin.","married","university.degree","no","no","no","telephone","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"8132",8132,72,"retired","married","basic.4y","no","yes","no","cellular","jul","fri",2,999,1,"failure",-1.7,94.215,-40.3,0.822,4991.6,"no"
"8133",8133,34,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"8134",8134,31,"technician","single","professional.course","no","no","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
