"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
45,"admin.","married","high.school","no","yes","no","cellular","aug","fri",130,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
47,"management","married","university.degree","no","no","no","cellular","nov","fri",107,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
34,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","mon",316,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
27,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","tue",185,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
38,"technician","single","university.degree","no","unknown","unknown","telephone","may","fri",214,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
55,"blue-collar","married","basic.4y","unknown","no","yes","cellular","nov","mon",68,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
35,"entrepreneur","divorced","university.degree","no","yes","no","telephone","jun","mon",351,6,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
37,"technician","single","high.school","no","yes","no","telephone","apr","thu",63,2,999,2,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
31,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",126,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
49,"technician","married","professional.course","no","no","no","cellular","apr","thu",618,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
45,"self-employed","married","basic.6y","unknown","no","no","telephone","may","thu",734,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"yes"
40,"admin.","married","high.school","no","yes","yes","telephone","jun","wed",73,10,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
54,"retired","married","basic.4y","no","no","no","cellular","nov","fri",18,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
85,"housemaid","married","basic.4y","unknown","yes","no","cellular","apr","tue",462,1,999,1,"failure",-1.8,93.749,-34.6,0.642,5008.7,"yes"
25,"student","single","unknown","no","no","no","cellular","jul","tue",170,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.044,5076.2,"no"
48,"entrepreneur","married","university.degree","no","yes","no","cellular","may","fri",316,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.259,5099.1,"yes"
36,"admin.","married","university.degree","no","yes","no","telephone","may","thu",445,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
27,"technician","single","professional.course","no","no","no","cellular","apr","wed",72,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
29,"admin.","single","university.degree","no","no","no","cellular","may","wed",132,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
28,"technician","single","high.school","no","yes","no","telephone","may","mon",100,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"no"
28,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",75,1,999,1,"failure",-2.9,92.201,-31.4,0.834,5076.2,"no"
27,"management","married","basic.9y","no","no","yes","cellular","jul","mon",174,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
30,"admin.","single","university.degree","unknown","yes","no","cellular","may","mon",632,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
56,"housemaid","married","university.degree","no","yes","no","cellular","apr","mon",148,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
48,"technician","married","professional.course","unknown","yes","no","telephone","jun","wed",321,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
44,"admin.","divorced","high.school","no","yes","no","cellular","aug","mon",99,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
36,"technician","married","high.school","no","yes","no","cellular","aug","mon",67,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
34,"technician","married","high.school","no","no","no","cellular","nov","thu",732,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes"
52,"blue-collar","married","basic.4y","no","yes","no","telephone","may","thu",36,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
40,"admin.","married","university.degree","no","no","no","cellular","aug","wed",154,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
29,"technician","single","professional.course","no","no","no","cellular","aug","wed",111,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
47,"self-employed","married","basic.9y","unknown","yes","no","cellular","nov","fri",258,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
21,"student","single","professional.course","no","no","no","telephone","nov","wed",250,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,"no"
25,"admin.","single","high.school","no","yes","no","cellular","jul","thu",418,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
50,"management","married","university.degree","unknown","unknown","unknown","cellular","jul","thu",367,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
26,"blue-collar","married","basic.9y","no","no","no","cellular","apr","thu",78,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes"
29,"unemployed","married","university.degree","no","yes","no","cellular","may","fri",317,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes"
28,"services","single","high.school","no","yes","no","cellular","jul","tue",192,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.876,4991.6,"no"
55,"housemaid","married","university.degree","no","yes","no","telephone","jun","tue",441,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
29,"admin.","single","university.degree","no","yes","yes","cellular","nov","fri",1222,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes"
30,"technician","single","professional.course","no","yes","no","cellular","aug","wed",129,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
32,"technician","single","high.school","no","yes","yes","telephone","may","mon",123,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
58,"housemaid","married","basic.4y","unknown","no","no","telephone","may","thu",324,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
33,"services","married","high.school","no","no","yes","telephone","may","fri",437,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
35,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",270,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
33,"services","married","high.school","no","yes","yes","cellular","jul","tue",130,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",280,2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
34,"blue-collar","married","professional.course","unknown","no","no","telephone","jun","wed",1009,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
37,"management","single","basic.9y","no","yes","no","cellular","may","mon",189,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
32,"admin.","divorced","university.degree","no","yes","no","cellular","jul","thu",668,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
30,"blue-collar","married","basic.6y","no","no","no","telephone","may","thu",126,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
56,"technician","married","professional.course","unknown","no","no","telephone","jun","thu",48,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
46,"admin.","married","basic.9y","unknown","no","no","cellular","may","tue",349,2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
39,"blue-collar","married","basic.9y","unknown","no","no","cellular","may","fri",69,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
45,"blue-collar","married","basic.9y","no","no","no","cellular","jun","mon",177,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"yes"
33,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",140,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
57,"admin.","married","university.degree","no","no","yes","telephone","may","mon",327,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
57,"housemaid","married","basic.4y","no","no","no","telephone","jun","wed",101,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
31,"technician","married","university.degree","no","no","no","cellular","aug","mon",109,1,999,1,"failure",-2.9,92.201,-31.4,0.861,5076.2,"no"
33,"unemployed","divorced","professional.course","no","yes","no","telephone","jun","tue",353,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
32,"management","single","university.degree","no","yes","no","cellular","aug","thu",260,1,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
65,"retired","married","unknown","no","unknown","unknown","telephone","oct","mon",208,3,999,1,"failure",-3.4,92.431,-26.9,0.739,5017.5,"no"
37,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
54,"blue-collar","married","high.school","unknown","yes","yes","cellular","may","tue",197,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
30,"services","married","professional.course","no","yes","no","cellular","nov","wed",622,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
29,"admin.","single","university.degree","no","yes","no","cellular","oct","mon",110,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.731,5017.5,"no"
39,"technician","married","university.degree","no","no","no","cellular","aug","tue",191,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
48,"admin.","married","high.school","no","no","no","cellular","nov","wed",1061,4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
37,"admin.","single","university.degree","no","no","no","cellular","aug","fri",62,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
34,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",518,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes"
37,"technician","married","professional.course","no","no","no","cellular","apr","thu",277,1,18,1,"success",-1.8,93.749,-34.6,0.659,5008.7,"yes"
35,"blue-collar","single","high.school","no","no","no","cellular","oct","fri",622,1,6,1,"success",-3.4,92.431,-26.9,0.73,5017.5,"no"
34,"management","married","university.degree","no","no","no","telephone","may","thu",200,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
35,"admin.","divorced","university.degree","no","yes","no","telephone","may","fri",192,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
30,"admin.","divorced","university.degree","no","yes","yes","cellular","aug","fri",201,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
58,"admin.","single","university.degree","no","yes","no","cellular","may","tue",851,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"yes"
38,"technician","married","professional.course","no","no","no","cellular","mar","thu",92,1,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,"no"
35,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","thu",150,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
24,"admin.","single","professional.course","no","no","no","cellular","may","thu",210,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
47,"services","married","basic.9y","no","yes","no","cellular","aug","thu",676,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
45,"management","married","university.degree","no","yes","no","cellular","aug","fri",156,4,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
33,"self-employed","divorced","university.degree","no","yes","no","cellular","may","thu",130,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
34,"admin.","married","university.degree","no","yes","no","telephone","may","fri",103,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
36,"admin.","married","university.degree","no","yes","no","cellular","may","fri",334,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
55,"management","divorced","basic.6y","unknown","yes","yes","cellular","jul","wed",124,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
43,"admin.","married","university.degree","no","yes","no","cellular","jul","tue",101,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
23,"admin.","single","university.degree","no","no","no","telephone","may","tue",266,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"management","married","unknown","no","yes","no","cellular","jul","tue",70,9,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
29,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",155,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
30,"admin.","single","high.school","no","no","yes","cellular","jul","mon",101,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
27,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",398,4,999,1,"failure",-2.9,92.201,-31.4,0.879,5076.2,"yes"
57,"entrepreneur","married","basic.4y","no","yes","no","cellular","jun","wed",467,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
34,"admin.","married","basic.9y","no","no","no","telephone","jun","thu",238,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
39,"admin.","single","professional.course","no","yes","no","cellular","may","tue",209,5,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
46,"admin.","married","high.school","no","yes","yes","cellular","nov","mon",165,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
33,"self-employed","single","university.degree","no","no","no","telephone","aug","wed",79,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
53,"technician","married","professional.course","unknown","yes","no","telephone","may","tue",170,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
46,"services","married","high.school","unknown","yes","no","cellular","may","fri",6,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
37,"unemployed","married","university.degree","unknown","unknown","unknown","telephone","may","wed",302,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
53,"services","unknown","unknown","no","yes","no","telephone","jun","tue",382,5,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
38,"housemaid","married","unknown","unknown","yes","no","cellular","jul","mon",208,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
49,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","fri",299,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"blue-collar","married","basic.9y","no","unknown","unknown","telephone","jun","thu",112,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
51,"admin.","married","basic.4y","unknown","no","no","cellular","may","tue",516,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
49,"blue-collar","divorced","basic.9y","no","yes","no","cellular","jul","wed",364,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
27,"admin.","single","high.school","no","no","no","cellular","jun","tue",586,2,999,0,"nonexistent",-1.7,94.055,-39.8,0.761,4991.6,"yes"
35,"admin.","married","university.degree","no","unknown","unknown","telephone","jul","tue",78,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
42,"services","married","professional.course","no","yes","no","telephone","may","tue",1205,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
39,"admin.","married","university.degree","no","yes","yes","cellular","aug","tue",328,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
28,"self-employed","married","professional.course","no","yes","no","cellular","nov","tue",179,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.72,5017.5,"yes"
53,"admin.","married","university.degree","no","yes","no","cellular","may","mon",202,3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
46,"management","single","university.degree","no","yes","no","cellular","jul","mon",93,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
50,"blue-collar","divorced","basic.9y","no","yes","no","telephone","jun","tue",288,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
54,"technician","married","professional.course","unknown","yes","yes","telephone","jun","tue",76,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
57,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","mon",769,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
58,"entrepreneur","married","basic.4y","no","no","no","telephone","jun","thu",147,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
46,"services","married","basic.9y","no","no","no","cellular","jul","thu",153,4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
75,"retired","divorced","basic.9y","no","no","no","cellular","mar","mon",233,1,999,0,"nonexistent",-1.8,92.843,-50,1.56,5099.1,"no"
44,"admin.","single","professional.course","no","yes","no","cellular","may","mon",105,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
36,"unemployed","married","basic.4y","no","yes","no","telephone","may","wed",170,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
41,"entrepreneur","married","basic.9y","no","no","yes","cellular","may","mon",285,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
30,"technician","single","professional.course","no","yes","yes","cellular","nov","tue",69,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
31,"technician","single","professional.course","no","yes","no","telephone","oct","tue",54,1,999,1,"failure",-1.1,94.601,-49.5,0.982,4963.6,"no"
43,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","tue",550,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"admin.","married","basic.9y","unknown","yes","no","telephone","may","thu",111,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
49,"blue-collar","married","unknown","unknown","unknown","unknown","cellular","jul","mon",375,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
38,"services","married","high.school","no","yes","no","telephone","may","thu",896,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
38,"services","married","high.school","no","yes","no","cellular","apr","wed",484,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.498,5099.1,"no"
31,"admin.","married","university.degree","no","yes","yes","cellular","nov","wed",408,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
40,"admin.","married","university.degree","no","yes","no","cellular","apr","fri",489,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
39,"unemployed","married","professional.course","no","yes","no","cellular","nov","mon",483,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
39,"services","married","high.school","no","yes","no","telephone","apr","fri",137,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
32,"management","married","university.degree","no","yes","no","telephone","may","wed",230,8,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"management","married","university.degree","no","yes","no","cellular","aug","wed",113,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
36,"blue-collar","married","basic.9y","no","unknown","unknown","cellular","nov","tue",95,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
46,"admin.","divorced","university.degree","unknown","yes","no","cellular","jul","thu",89,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
44,"technician","married","basic.9y","no","yes","no","telephone","jun","fri",447,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
55,"services","married","high.school","unknown","yes","yes","telephone","may","mon",129,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
52,"entrepreneur","married","university.degree","unknown","no","yes","telephone","jun","fri",60,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
57,"technician","divorced","unknown","no","no","no","telephone","may","tue",137,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
27,"technician","single","professional.course","no","no","no","cellular","jun","tue",136,2,999,0,"nonexistent",-1.7,94.055,-39.8,0.737,4991.6,"no"
24,"services","married","high.school","no","yes","no","cellular","jul","mon",93,4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
31,"admin.","single","high.school","no","yes","no","telephone","dec","mon",36,1,999,0,"nonexistent",-0.2,92.756,-45.9,3.816,5176.3,"no"
32,"technician","single","university.degree","no","no","yes","cellular","may","tue",542,3,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
29,"technician","married","university.degree","no","yes","no","cellular","apr","mon",192,1,999,1,"failure",-1.8,93.749,-34.6,0.645,5008.7,"yes"
45,"admin.","married","university.degree","no","no","no","cellular","may","tue",198,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
47,"admin.","single","university.degree","no","no","no","cellular","aug","mon",549,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
38,"services","married","basic.9y","no","unknown","unknown","telephone","jun","fri",17,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
22,"services","single","professional.course","no","yes","no","cellular","sep","thu",84,1,999,2,"failure",-1.1,94.199,-37.5,0.878,4963.6,"no"
43,"admin.","married","university.degree","unknown","no","no","cellular","aug","fri",170,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
39,"housemaid","married","basic.4y","no","yes","yes","cellular","aug","fri",215,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
53,"housemaid","married","basic.4y","no","no","yes","telephone","nov","wed",513,1,3,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"yes"
49,"admin.","married","university.degree","no","no","no","telephone","may","fri",152,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.259,5099.1,"no"
37,"technician","divorced","professional.course","no","unknown","unknown","cellular","aug","tue",417,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
51,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","mon",301,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
47,"admin.","single","high.school","no","no","no","cellular","may","mon",1114,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
31,"entrepreneur","divorced","basic.4y","no","no","no","cellular","nov","tue",290,1,5,1,"success",-0.1,93.2,-42,4.153,5195.8,"no"
32,"technician","married","university.degree","no","yes","no","cellular","nov","mon",105,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
48,"admin.","married","basic.6y","no","no","no","cellular","oct","tue",61,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"no"
47,"blue-collar","married","high.school","no","yes","yes","cellular","may","mon",57,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
30,"admin.","single","university.degree","no","yes","no","cellular","may","mon",160,4,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,"no"
33,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",576,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes"
49,"entrepreneur","married","university.degree","no","no","no","cellular","jul","tue",114,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
56,"entrepreneur","married","unknown","unknown","no","yes","telephone","jun","thu",192,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
53,"management","married","basic.4y","unknown","no","no","telephone","may","wed",528,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"technician","single","professional.course","no","yes","no","cellular","may","thu",290,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
46,"admin.","married","basic.9y","no","no","no","cellular","apr","mon",405,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
39,"admin.","married","basic.9y","no","yes","no","telephone","may","fri",150,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
55,"unemployed","married","basic.9y","no","no","yes","cellular","may","mon",296,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"yes"
38,"entrepreneur","married","basic.6y","unknown","no","no","telephone","jul","thu",517,5,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
42,"admin.","married","university.degree","no","no","no","telephone","jun","tue",604,14,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
31,"technician","single","unknown","unknown","no","no","cellular","nov","thu",63,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
31,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jul","thu",151,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
34,"blue-collar","married","professional.course","no","no","no","cellular","nov","tue",95,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
45,"services","married","university.degree","unknown","yes","no","telephone","jul","mon",317,8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
51,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",93,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
36,"technician","divorced","professional.course","no","yes","no","cellular","aug","thu",106,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
31,"services","divorced","high.school","no","yes","no","cellular","jul","mon",172,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
32,"technician","single","university.degree","no","yes","yes","telephone","jul","wed",16,43,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
33,"technician","married","professional.course","no","yes","no","cellular","aug","tue",409,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
48,"blue-collar","married","basic.4y","no","no","no","cellular","may","fri",94,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
45,"unemployed","married","professional.course","unknown","no","no","telephone","sep","thu",1405,1,6,2,"failure",-1.1,94.199,-37.5,0.879,4963.6,"yes"
43,"management","married","high.school","no","yes","no","cellular","nov","thu",177,1,999,1,"failure",-3.4,92.649,-30.1,0.714,5017.5,"no"
36,"unemployed","married","university.degree","unknown","unknown","unknown","cellular","mar","fri",95,2,999,1,"failure",-1.8,92.843,-50,1.531,5099.1,"yes"
22,"technician","married","basic.9y","unknown","no","no","telephone","jun","wed",561,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
30,"services","single","high.school","unknown","no","no","telephone","jun","wed",324,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
36,"admin.","divorced","university.degree","no","no","no","telephone","may","thu",241,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
27,"housemaid","married","high.school","no","yes","no","cellular","mar","fri",378,1,999,0,"nonexistent",-1.8,92.843,-50,1.531,5099.1,"yes"
37,"blue-collar","divorced","basic.9y","unknown","yes","no","telephone","may","thu",219,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
35,"admin.","single","high.school","no","no","no","cellular","may","wed",236,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
42,"management","married","university.degree","unknown","yes","no","telephone","may","mon",181,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
51,"blue-collar","divorced","basic.4y","no","no","no","telephone","jun","wed",120,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
29,"admin.","single","university.degree","no","no","no","cellular","aug","tue",140,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
